from	to	from.marker	to.marker	width	from.bp	to.bp	chromosome	logP
7561	7580	UNC28428289	UNC28430574	20	80145308	80276367	chr17	6.12044401850107
7581	7600	UNC28430813	JAX00447670	20	80292915	80519095	chr17	6.53169759690299
7601	7620	JAX00447671	UNC28437406	20	80521533	80679263	chr17	6.33280182728892
7621	7640	JAX00447716	UNC28439153	20	80680783	80799994	chr17	6.34589849917419
7641	7660	JAX00447747	backupUNC170361858	20	80813882	80962970	chr17	6.35776276461704
7661	7680	JAX00447776	JAX00447816	20	80971901	81139959	chr17	6.43285176841849
7681	7700	JAX00447822	UNC28446698	20	81170058	81316452	chr17	6.42769041449192
7701	7720	JAX00447870	JAX00447916	20	81318245	81414822	chr17	6.31746506646418
7721	7740	backupJAX00447922	JAX00078719	20	81419413	81623390	chr17	6.23132390269492
7741	7760	UNC28451894	JAX00448015	20	81624883	81840708	chr17	6.18347656215599
7761	7780	JAX00448016	JAX00448074	20	81840906	81956933	chr17	6.36293111083983
7781	7800	JAX00448075	JAX00448131	20	81960710	82172868	chr17	6.35824419239161
7801	7820	JAX00448133	JAX00448165	20	82176996	82453267	chr17	6.35754457005486
7821	7840	JAX00448167	JAX00448205	20	82453486	82703515	chr17	6.48553092835672
7841	7860	JAX00448207	JAX00078815	20	82704634	82912366	chr17	6.48320135692353
7861	7880	JAX00448242	JAX00078835	20	82917481	83189612	chr17	6.44810972182487
7881	7900	UNC28475053	UNC28478577	20	83215571	83417247	chr17	6.24433136541122
7901	7920	JAX00448349	UNC28480844	20	83420770	83573051	chr17	6.22849225898137
7921	7940	JAX00448394	UNC170280968	20	83575440	83662002	chr17	6.31130317414624
7941	7960	UNC28482132	JAX00448451	20	83664089	83896521	chr17	6.35269753854407
7961	7980	JAX00078888	JAX00448498	20	83903826	84130856	chr17	6.42944915905142
7981	8000	JAX00448506	UNC28492398	20	84140443	84380027	chr17	6.41961966505221
8001	8020	UNC28492664	JAX00448606	20	84395841	84674435	chr17	6.54853042782674
8021	8040	JAX00078947	JAX00448650	20	84675263	84949878	chr17	6.83200846234604
8041	8060	JAX00448651	JAX00448689	20	84950415	85067134	chr17	6.89247452113134
8061	8080	JAX00448690	JAX00448741	20	85068926	85179799	chr17	6.80840608757077
8081	8100	JAX00078985	JAX00448782	20	85193442	85304318	chr17	6.79977275248906
8101	8120	JAX00448784	UNC28507839	20	85306023	85460131	chr17	6.91263895501458
8121	8140	JAX00079005	JAX00448855	20	85464897	85628188	chr17	7.10417908348061
8141	8160	UNC28510401	JAX00079029	20	85642217	85796481	chr17	7.1173649746236
8161	8180	JAX00448879	UNC28514492	20	85807838	85978617	chr17	7.38427368899515
8181	8200	JAX00448903	JAX00448941	20	85978851	86154639	chr17	7.22352433144867
8201	8220	JAX00448943	JAX00448982	20	86159140	86233713	chr17	7.04660000009579
8221	8240	UNC28518541	JAX00449031	20	86237382	86332467	chr17	6.87458426505339
8241	8260	JAX00449032	JAX00449064	20	86333229	86394905	chr17	6.86467043368184
8261	8280	JAX00449065	JAX00449085	20	86399765	86515213	chr17	6.77328686071288
8281	8300	JAX00449088	JAX00449151	20	86519158	86704077	chr17	6.83756810413104
8301	8320	JAX00449152	UNC170216878	20	86704266	86933989	chr17	6.68533932902666
8321	8340	UNC28527576	JAX00449238	20	86944641	87123621	chr17	6.22889979289568
8341	8360	JAX00449243	UNC28531660	20	87128520	87200179	chr17	6.26449530608434
8361	8380	JAX00449285	JAX00449327	20	87204297	87317737	chr17	6.2818297695161
8381	8400	JAX00449328	JAX00449371	20	87317815	87460948	chr17	6.34049544256232
8401	8420	JAX00449375	JAX00449409	20	87468894	87614272	chr17	6.91078120876935
8421	8440	JAX00079166	JAX00079183	20	87623669	87872454	chr17	6.37938067585972
8441	8460	JAX00449466	JAX00079201	20	87882602	88092584	chr17	6.31727216828547
8461	8480	JAX00449495	JAX00449541	20	88098204	88242601	chr17	6.12120054831983
8481	8500	JAX00449546	JAX00449594	20	88250351	88530382	chr17	5.7731340519107
8501	8520	JAX00079235	JAX00079251	20	88545163	88764116	chr17	5.61862689557984
8521	8540	UNC28553997	JAX00449662	20	88770080	88978061	chr17	5.4147208895254
8541	8560	JAX00079267	JAX00212003	20	88982493	89186768	chr17	5.19134908551423
8561	8580	JAX00449707	UNC28564653	20	89199362	89349640	chr17	5.2124364433792
8581	8600	UNC28564832	JAX00079307	20	89359441	89514882	chr17	5.22674561847339
8601	8620	JAX00449753	JAX00212013	20	89517005	89646607	chr17	5.24384517752793
8621	8640	UNC28569931	JAX00449804	20	89674941	89773867	chr17	5.27860365150328
8641	8660	UNC28572108	JAX00449838	20	89774522	89935924	chr17	5.26726004410004
8661	8680	JAX00449840	JAX00449878	20	89936023	90103983	chr17	5.04666330618016
8681	8700	JAX00449879	UNC28581769	20	90107572	90334015	chr17	5.05413987847517
8701	8720	JAX00079369	JAX00449955	20	90343502	90520969	chr17	4.98229791345088
8721	8740	JAX00449956	JAX00079401	20	90523492	90766653	chr17	4.89471319747865
8741	8760	JAX00449982	JAX00450012	20	90777602	90935114	chr17	5.00183236652794
8761	8780	JAX00079415	UNC28592974	20	90935469	91139146	chr17	5.13317201343677
8781	8800	JAX00450060	UNC28595239	20	91146924	91291255	chr17	5.17090484870465
8801	8820	JAX00079443	JAX00450148	20	91298772	91639547	chr17	5.18243581265635
8821	8840	JAX00450150	JAX00450185	20	91643964	91817710	chr17	5.0484843636303
8841	8860	UNC170229408	JAX00079501	20	91819487	92110561	chr17	5.19656153371409
8861	8880	JAX00450242	JAX00450296	20	92142945	92393960	chr17	5.19213803541693
8881	8900	JAX00450299	JAX00450344	20	92395869	92709258	chr17	5.18874874606471
8901	8920	JAX00450348	JAX00079563	20	92730002	92982501	chr17	5.18433761754669
8921	8940	JAX00450409	JAX00450442	20	93000547	93219680	chr17	5.18147572165842
8941	8960	JAX00450443	JAX00212092	20	93221214	93555668	chr17	5.15938731328428
8961	8980	UNC28626374	UNC28627830	20	93564856	93749033	chr17	5.14292254806377
8981	9000	UNC28628007	JAX00450537	20	93767653	93930455	chr17	5.14217921409602
9001	9020	JAX00079636	JAX00450572	20	93953935	94182442	chr17	5.13962238406176
9021	9040	JAX00079654	JAX00079683	20	94182561	94550138	chr17	4.96961853358884
9041	9060	JAX00079685	JAX00450632	20	94589792	94886379	chr17	4.91268801222573
1	20	JAX00450671	JAX00079785	20	3149782	3619314	chr18	7.24978226203867
21	40	JAX00079791	JAX00079810	20	3698780	3971673	chr18	7.13430571978167
41	60	JAX00450748	JAX00450773	20	3972383	4294297	chr18	6.99138947750871
61	80	JAX00450775	UNC180320551	20	4294609	4516517	chr18	7.02255484467469
81	100	JAX00450800	JAX00079871	20	4520833	4779902	chr18	7.188057059224
101	120	JAX00450848	JAX00450894	20	4793003	5063779	chr18	7.18828315842304
121	140	JAX00079892	JAX00450947	20	5074769	5369496	chr18	7.31922475891479
141	160	JAX00079916	UNC28663194	20	5393517	5586111	chr18	7.4400636157787
161	180	JAX00450994	JAX00451024	20	5606992	5803628	chr18	7.27051517889179
181	200	JAX00451025	JAX00451059	20	5804227	6115989	chr18	7.25846146075467
201	220	JAX00079971	JAX00079996	20	6119716	6452842	chr18	7.38963805101826
221	240	JAX00079997	JAX00451136	20	6452904	6734756	chr18	7.50312036883477
241	260	JAX00451166	JAX00080047	20	6900534	7139740	chr18	7.56172793307187
261	280	JAX00080049	JAX00451268	20	7141268	7364231	chr18	7.59030333413337
281	300	JAX00080065	JAX00080094	20	7380144	7739130	chr18	7.52950552369212
301	320	JAX00451348	JAX00451384	20	7841005	8096850	chr18	7.50133212700908
321	340	JAX00212250	UNC28691431	20	8108410	8377573	chr18	7.49182331017749
341	360	JAX00451448	JAX00080154	20	8387367	8545516	chr18	7.44544867518031
361	380	JAX00451478	JAX00451515	20	8569710	8780665	chr18	8.09015635413941
381	400	JAX00080175	JAX00080191	20	8823330	9049661	chr18	8.19245770958764
401	420	JAX00451553	JAX00080207	20	9065385	9274651	chr18	8.12016731515187
421	440	JAX00451588	JAX00080223	20	9275864	9464976	chr18	8.15620635138933
441	460	JAX00451611	JAX00451674	20	9465560	9794600	chr18	8.23924506174085
461	480	JAX00212283	JAX00080269	20	9796290	10113175	chr18	8.27196776746165
481	500	JAX00451711	JAX00080288	20	10119858	10349325	chr18	8.29420930099589
501	520	JAX00212298	JAX00451762	20	10355332	10562713	chr18	8.29310297846899
521	540	UNC28716470	JAX00080321	20	10563482	10779455	chr18	8.27304007780136
541	560	JAX00451784	UNC28721176	20	10787589	11017445	chr18	8.23443027723365
561	580	JAX00451813	JAX00080352	20	11019271	11192921	chr18	8.16025460711161
581	600	UNC28723367	JAX00451912	20	11205567	11390765	chr18	8.15299415865952
601	620	JAX00451911	JAX00451935	20	11390787	11599779	chr18	7.97161549397483
621	640	JAX00451936	JAX00080408	20	11600978	11957887	chr18	7.61141302906695
641	660	JAX00080409	UNC28738218	20	11961082	12205710	chr18	7.63016255646327
661	680	JAX00452025	UNC28741259	20	12219223	12350452	chr18	7.54010439974806
681	700	JAX00080437	JAX00452115	20	12351367	12461128	chr18	7.62727659433965
701	720	UNC28743448	JAX00452166	20	12465413	12636781	chr18	7.89201295700533
721	740	JAX00452173	JAX00452205	20	12640712	12822577	chr18	7.79515329568402
741	760	UNC28749655	JAX00080489	20	12827860	13031614	chr18	7.43680051604836
761	780	JAX00452237	UNC28755607	20	13032367	13212144	chr18	7.49071690057332
781	800	JAX00212366	UNC28758192	20	13214938	13471088	chr18	7.69991797721309
801	820	JAX00080523	JAX00452330	20	13476980	13639263	chr18	7.81001377602086
821	840	UNC28759847	JAX00452352	20	13645157	13806985	chr18	7.90025974244424
841	860	JAX00080547	UNC28763531	20	13810613	13951385	chr18	8.20481648593309
861	880	JAX00452387	JAX00080567	20	13953918	14075008	chr18	8.16860827727548
881	900	JAX00080569	JAX00080589	20	14113477	14363668	chr18	8.0195276745262
901	920	JAX00212391	JAX00452485	20	14364399	14512456	chr18	7.7647325243655
921	940	UNC28769176	JAX00452534	20	14518363	14648284	chr18	7.50001379310344
941	960	JAX00452537	UNC28774047	20	14649362	14916684	chr18	7.12342135037369
961	980	JAX00452579	JAX00452617	20	14918829	15094343	chr18	7.08692053346957
981	1000	JAX00452622	JAX00452655	20	15104594	15292188	chr18	6.94601735481201
1001	1020	JAX00452660	UNC28781425	20	15299094	15580113	chr18	6.64619797107436
1021	1040	JAX00452698	JAX00452727	20	15586362	15707046	chr18	6.3988118284176
1041	1060	JAX00452728	UNC28785356	20	15707706	15920905	chr18	6.40474000358405
1061	1080	JAX00080706	JAX00452791	20	15921317	16089455	chr18	6.16903105710007
1081	1100	UNC28787688	JAX00080730	20	16092585	16226648	chr18	5.9689703875194
1101	1120	JAX00452833	JAX00452869	20	16241096	16374152	chr18	5.96182266248671
1121	1140	JAX00080740	JAX00452906	20	16402368	16583578	chr18	5.98684492444791
1141	1160	JAX00080755	JAX00212440	20	16584678	16720045	chr18	5.96671443120594
1161	1180	UNC28796722	JAX00452996	20	16747135	16919775	chr18	6.08921917708685
1181	1200	UNC28799648	JAX00453027	20	16954889	17103833	chr18	5.99299534107936
1201	1220	JAX00212450	JAX00080810	20	17110640	17327490	chr18	5.9926305062602
1221	1240	JAX00080811	JAX00080840	20	17327937	17706321	chr18	5.98574243247591
1241	1260	JAX00453145	JAX00212476	20	17728996	17924563	chr18	6.15690600542894
1261	1280	JAX00453177	JAX00453232	20	17939731	18289559	chr18	5.93097363048744
1281	1300	JAX00080885	JAX00453267	20	18308192	18605405	chr18	5.81036779350521
1301	1320	JAX00080909	JAX00212497	20	18636218	18863794	chr18	6.11938806557505
1321	1340	JAX00453308	JAX00453348	20	18952382	19227805	chr18	6.20906443485404
1341	1360	UNC28827725	JAX00080994	20	19244610	19766509	chr18	6.15051316508517
1361	1380	UNC28835066	JAX00081013	20	19770103	20040281	chr18	5.98506127911192
1381	1400	JAX00453436	UNC28841563	20	20042353	20215356	chr18	5.84341406324141
1401	1420	JAX00453474	UNC28846976	20	20237926	20699159	chr18	5.45144116386932
1421	1440	JAX00453527	JAX00453563	20	20704157	20972622	chr18	5.61428489345184
1441	1460	JAX00453564	JAX00453598	20	20974256	21242425	chr18	5.60460705081331
1461	1480	backupUNC180546549	JAX00453636	20	21251632	21417738	chr18	5.59323931948741
1481	1500	JAX00453640	JAX00081134	20	21427901	21643912	chr18	5.58612156247886
1501	1520	JAX00081135	JAX00453723	20	21644260	21854892	chr18	5.5767407399804
1521	1540	JAX00453728	JAX00453763	20	21858671	22095186	chr18	5.56888638776549
1541	1560	JAX00453764	JAX00081199	20	22095551	22514189	chr18	5.53022302848966
1561	1580	JAX00081200	JAX00453831	20	22514201	22816644	chr18	5.49395999628985
1581	1600	UNC28872892	JAX00081246	20	22850837	23114303	chr18	5.40093311006908
1601	1620	UNC28876724	JAX00453908	20	23131560	23379131	chr18	5.35757117776918
1621	1640	JAX00081266	JAX00453963	20	23384341	23731500	chr18	5.31964484685649
1641	1660	JAX00453969	JAX00454006	20	23756233	23935470	chr18	5.33641743627951
1661	1680	JAX00081309	JAX00454070	20	23957044	24175438	chr18	5.32304179750974
1681	1700	JAX00081325	JAX00454120	20	24183303	24495811	chr18	5.31776890717729
1701	1720	JAX00212630	UNC28896934	20	24503858	24667276	chr18	5.31895429055769
1721	1740	JAX00454148	JAX00454181	20	24668035	24892263	chr18	5.32148668817447
1741	1760	UNC180257291	JAX00454218	20	24921325	25079008	chr18	5.32930992634635
1761	1780	UNC28903192	JAX00454264	20	25079366	25344080	chr18	5.33110576166747
1781	1800	JAX00454268	JAX00454299	20	25369102	25613926	chr18	5.33290562859593
1801	1820	UNC28910088	JAX00081444	20	25628572	25767290	chr18	5.33561035583445
1821	1840	UNC28911983	JAX00454375	20	25768896	25907882	chr18	5.33982627602494
1841	1860	UNC28913836	JAX00454408	20	25915170	26117548	chr18	5.47093517364849
1861	1880	UNC28915932	JAX00454437	20	26123217	26342398	chr18	5.57811713448999
1881	1900	JAX00454438	JAX00454473	20	26343863	26529212	chr18	5.57649684003592
1901	1920	JAX00212676	JAX00081519	20	26534515	26755496	chr18	5.57422404598949
1921	1940	UNC28923760	JAX00081537	20	26786853	27004245	chr18	5.61793342548339
1941	1960	UNC28926454	JAX00081552	20	27012162	27189955	chr18	5.62208780753692
1961	1980	JAX00454569	JAX00454590	20	27190687	27466847	chr18	5.61251268451257
1981	2000	JAX00454592	UNC28935854	20	27470236	27779098	chr18	5.60567954685852
2001	2020	JAX00454626	JAX00081612	20	27779981	28007607	chr18	5.72723556814416
2021	2040	UNC28938766	JAX00454685	20	28009138	28193097	chr18	5.65084908405226
2041	2060	JAX00081625	JAX00454719	20	28195096	28370908	chr18	5.55553847049637
2061	2080	JAX00454720	JAX00454751	20	28370995	28581485	chr18	5.57128332111432
2081	2100	UNC28946216	JAX00454789	20	28592646	28794207	chr18	5.58028675739064
2101	2120	JAX00454793	JAX00454842	20	28817901	29015118	chr18	5.6470839434818
2121	2140	JAX00454844	JAX00454869	20	29016786	29156365	chr18	5.64473121373569
2141	2160	JAX00454870	JAX00081718	20	29156461	29434860	chr18	5.40952256721324
2161	2180	JAX00454912	JAX00081739	20	29440187	29709067	chr18	5.41764306626356
2181	2200	JAX00454963	JAX00454989	20	29730987	29959695	chr18	5.41943577991947
2201	2220	JAX00454993	JAX00081783	20	29998076	30264173	chr18	5.41396399555957
2221	2240	JAX00455041	JAX00455070	20	30278570	30470958	chr18	5.18951214526136
2241	2260	JAX00455073	UNC28976796	20	30483877	30733702	chr18	5.13048797024986
2261	2280	JAX00081817	JAX00455179	20	30744716	30880503	chr18	5.11574024541597
2281	2300	JAX00081828	JAX00455217	20	30880555	31042454	chr18	5.10486570040145
2301	2320	JAX00081839	JAX00081856	20	31045459	31267199	chr18	5.09125981788373
2321	2340	JAX00081860	JAX00081871	20	31319191	31469963	chr18	5.07590155171295
2341	2360	JAX00455324	JAX00455366	20	31475885	31708151	chr18	5.0628655569599
2361	2380	JAX00455368	JAX00081912	20	31719183	32016050	chr18	4.94464283969144
2381	2400	JAX00081913	JAX00081930	20	32031163	32238433	chr18	5.20229828054769
2401	2420	JAX00455450	JAX00455503	20	32284550	32590861	chr18	5.65378817596753
2421	2440	JAX00455504	JAX00081976	20	32591187	32879973	chr18	5.87287692712644
2441	2460	JAX00455558	JAX00455615	20	32900269	33135964	chr18	5.7973352041182
2461	2480	JAX00455620	JAX00455661	20	33143424	33291444	chr18	5.78559405177707
2481	2500	JAX00082008	JAX00455686	20	33293635	33475295	chr18	5.81590813866394
2501	2520	JAX00455687	JAX00455729	20	33480724	33662496	chr18	5.81952735873934
2521	2540	UNC29015235	JAX00455775	20	33670363	33831695	chr18	5.90218109142675
2541	2560	JAX00455779	UNC29020243	20	33832236	33996590	chr18	5.99785771210718
2561	2580	JAX00082060	UNC29022978	20	34019813	34146798	chr18	5.9977345696014
2581	2600	JAX00455862	UNC29026576	20	34149011	34375042	chr18	5.99209091216505
2601	2620	backupUNC180262601	JAX00455930	20	34401199	34525986	chr18	6.1122744936918
2621	2640	JAX00455934	JAX00082120	20	34545581	34796772	chr18	6.11495066390454
2641	2660	UNC29031344	UNC29033641	20	34810447	35006733	chr18	6.11705205741962
2661	2680	JAX00456003	JAX00456034	20	35023268	35147208	chr18	6.11818910795559
2681	2700	UNC29035288	UNC29037923	20	35156453	35389132	chr18	6.28807632640259
2701	2720	JAX00082166	UNC29040124	20	35398042	35613939	chr18	6.3197415523612
2721	2740	JAX00456109	JAX00456127	20	35632537	35825134	chr18	6.33060294125221
2741	2760	UNC29041559	JAX00082218	20	35831941	36089081	chr18	6.3087111656704
2761	2780	JAX00456161	JAX00456197	20	36114148	36339082	chr18	6.27788752077897
2781	2800	JAX00456198	JAX00212923	20	36339396	36722147	chr18	6.25154518786167
2801	2820	JAX00082263	JAX00456279	20	36730606	36960297	chr18	6.24569245837582
2821	2840	UNC29051843	JAX00456322	20	36965608	37283394	chr18	6.22424201971172
2841	2860	UNC29056323	JAX00082321	20	37310098	37523233	chr18	6.20298891073359
2861	2880	JAX00456382	JAX00456424	20	37561575	37863640	chr18	6.1757220615009
2881	2900	JAX00456426	JAX00082356	20	37864668	38020725	chr18	6.09164202161104
2901	2920	JAX00456493	JAX00456538	20	38032198	38195566	chr18	6.08224945972888
2921	2940	UNC29067574	JAX00082384	20	38203045	38381090	chr18	6.07980523409992
2941	2960	JAX00456589	UNC29071034	20	38383022	38498524	chr18	6.048212081834
2961	2980	JAX00456624	UNC29073307	20	38503483	38675243	chr18	6.02468317966077
2981	3000	JAX00082406	JAX00082419	20	38679982	38849506	chr18	6.11732563118514
3001	3020	UNC29076077	JAX00082431	20	38852713	38998679	chr18	6.27651455806024
3021	3040	JAX00456739	UNC29079690	20	39003762	39106070	chr18	6.20928903806004
3041	3060	JAX00456781	JAX00456822	20	39114933	39190271	chr18	6.21163412984548
3061	3080	UNC29081248	UNC180673015	20	39206877	39452631	chr18	6.21655489274671
3081	3100	JAX00082463	UNC29086887	20	39454272	39646848	chr18	6.23523001929842
3101	3120	JAX00456942	JAX00456998	20	39657964	39870813	chr18	6.23703899981097
3121	3140	JAX00457004	UNC29091795	20	39880508	40087133	chr18	6.35645638404914
3141	3160	JAX00082512	JAX00457086	20	40091209	40370351	chr18	6.42444652890258
3161	3180	JAX00457087	JAX00457127	20	40370949	40538614	chr18	6.34330078726683
3181	3200	JAX00213016	JAX00457165	20	40558937	40788376	chr18	6.2163417425343
3201	3220	JAX00082567	JAX00082597	20	40813857	41212745	chr18	6.21742630696981
3221	3240	JAX00457210	JAX00082613	20	41218448	41452526	chr18	6.31936054837601
3241	3260	JAX00082615	JAX00457268	20	41461848	41622877	chr18	6.45059914886174
3261	3280	JAX00457270	JAX00457303	20	41651851	41819947	chr18	6.50095628781124
3281	3300	JAX00457307	UNC29116346	20	41828978	41903310	chr18	6.09634977242604
3301	3320	UNC29116356	JAX00457352	20	41905462	42034887	chr18	5.81453246764576
3321	3340	JAX00457354	UNC29121057	20	42043111	42250630	chr18	5.71225568778354
3341	3360	JAX00082673	JAX00457411	20	42256237	42386075	chr18	5.64804981686819
3361	3380	JAX00457413	JAX00082700	20	42404286	42596878	chr18	5.65413132439798
3381	3400	JAX00082702	UNC29128582	20	42611287	42808375	chr18	5.4403290178274
3401	3420	JAX00082717	JAX00457513	20	42808453	42999047	chr18	5.32292502939683
3421	3440	backupUNC181069094	JAX00457546	20	43012190	43147833	chr18	5.12030712366338
3441	3460	JAX00457549	JAX00082756	20	43185545	43341681	chr18	5.11984879445345
3461	3480	JAX00457587	JAX00457639	20	43345577	43491707	chr18	5.11933213929051
3481	3500	JAX00457643	JAX00457708	20	43507077	43766809	chr18	5.11892360501029
3501	3520	JAX00457711	JAX00457751	20	43775624	43855254	chr18	5.11681558212483
3521	3540	JAX00457753	UNC29148462	20	43855490	44068743	chr18	5.11645120474378
3541	3560	JAX00082811	JAX00457814	20	44076775	44280020	chr18	5.11458194923212
3561	3580	JAX00082827	JAX00457846	20	44293266	44515715	chr18	5.11202849775721
3581	3600	JAX00457847	JAX00457907	20	44518937	44702988	chr18	5.10989601861381
3601	3620	JAX00457908	JAX00457952	20	44715384	44950877	chr18	5.10727006850367
3621	3640	JAX00457955	JAX00082895	20	44963296	45196265	chr18	5.12395782556062
3641	3660	JAX00082896	JAX00082910	20	45204024	45407202	chr18	5.13690840149847
3661	3680	JAX00458060	JAX00213137	20	45411596	45658482	chr18	5.07965289565988
3681	3700	JAX00458117	JAX00458145	20	45686426	45890088	chr18	5.05523594953029
3701	3720	JAX00458150	JAX00458196	20	45913577	46099926	chr18	5.05395339625262
3721	3740	JAX00458197	JAX00458235	20	46100140	46251961	chr18	5.10879797971151
3741	3760	JAX00458236	JAX00458279	20	46253433	46516717	chr18	5.12242353699487
3761	3780	JAX00082997	UNC29187449	20	46570816	46844562	chr18	5.26520240439554
3781	3800	JAX00458319	JAX00083031	20	46855708	47029643	chr18	5.14540182258673
3801	3820	JAX00458350	UNC29192410	20	47030393	47220915	chr18	4.96331504793028
3821	3840	JAX00458383	JAX00083056	20	47223965	47352170	chr18	4.95831455601128
3841	3860	UNC29194138	UNC29196556	20	47362226	47537623	chr18	4.95444002243402
3861	3880	UNC29196771	JAX00458482	20	47555677	47815546	chr18	4.94668184640078
3881	3900	JAX00458483	JAX00458524	20	47818338	48121868	chr18	4.94030771389723
3901	3920	JAX00458525	JAX00458568	20	48121917	48458987	chr18	4.93109510894353
3921	3940	JAX00458571	JAX00458634	20	48465678	48743584	chr18	4.92246363840142
3941	3960	JAX00458635	UNC29217404	20	48743675	48973266	chr18	4.82446916240349
3961	3980	JAX00458672	JAX00458698	20	48983558	49158500	chr18	4.68605402103907
3981	4000	UNC29220281	UNC29221869	20	49175737	49298120	chr18	4.65865525942359
4001	4020	UNC29222561	UNC29224686	20	49339301	49457343	chr18	4.65819735625045
4021	4040	JAX00213225	JAX00458809	20	49459428	49642963	chr18	4.65853869412391
4041	4060	JAX00083229	JAX00458836	20	49652331	49886332	chr18	4.65899536241711
4061	4080	JAX00458837	JAX00458882	20	49937329	50236331	chr18	4.65887440132614
4081	4100	JAX00083273	JAX00458952	20	50257498	50611638	chr18	4.75510536033029
4101	4120	JAX00458954	JAX00458985	20	50617135	50866570	chr18	4.95699494601338
4121	4140	JAX00213258	JAX00459013	20	50876468	51194894	chr18	4.97754581965773
4141	4160	JAX00459014	JAX00459047	20	51198186	51445500	chr18	5.0243431486141
4161	4180	JAX00083361	JAX00459090	20	51452633	51755496	chr18	5.05113792457938
4181	4200	JAX00459093	JAX00459129	20	51791985	52011583	chr18	5.06039490678902
4201	4220	JAX00083404	JAX00459172	20	52012761	52332904	chr18	5.07966531510544
4221	4240	JAX00459173	JAX00213305	20	52339969	52477031	chr18	5.08073577689846
4241	4260	JAX00459207	JAX00459265	20	52492359	52802946	chr18	5.08204469008524
4261	4280	JAX00213311	JAX00083486	20	52832439	53096139	chr18	5.25600763951453
4281	4300	UNC29272832	JAX00459347	20	53101949	53359582	chr18	5.50568610105319
4301	4320	JAX00459348	JAX00459375	20	53362762	53530771	chr18	5.5384551451361
4321	4340	JAX00459379	JAX00459421	20	53537288	53731990	chr18	5.54114562050271
4341	4360	JAX00213333	JAX00459458	20	53732132	53914722	chr18	5.31605461149445
4361	4380	JAX00459461	JAX00083560	20	53917344	54095526	chr18	5.13026376666606
4381	4400	JAX00459497	JAX00083578	20	54095778	54333563	chr18	5.12575493011911
4401	4420	UNC29289830	JAX00083594	20	54338537	54535968	chr18	5.12153563779299
4421	4440	UNC29292000	JAX00459591	20	54551213	54669726	chr18	4.90697284039709
4441	4460	JAX00459595	JAX00459616	20	54679888	54852296	chr18	4.89255400915705
4461	4480	JAX00459626	JAX00459652	20	54882828	54997339	chr18	4.88990293623505
4481	4500	JAX00459661	JAX00459693	20	55001425	55138640	chr18	4.71888560238203
4501	4520	UNC29299164	JAX00459717	20	55139657	55265266	chr18	4.24337502658007
4521	4540	UNC29300506	UNC29302117	20	55266535	55387090	chr18	4.03905432919176
4541	4560	JAX00459744	JAX00459783	20	55438526	55611080	chr18	4.02417193330075
4561	4580	UNC29305004	JAX00459814	20	55611307	55742567	chr18	4.01197978831528
4581	4600	JAX00459815	JAX00459854	20	55747991	55882686	chr18	3.66253400207932
4601	4620	JAX00459856	UNC29311166	20	55892616	56044773	chr18	3.38744745091814
4621	4640	JAX00083706	JAX00459959	20	56050384	56290913	chr18	3.53112866477483
4641	4660	JAX00459963	JAX00460008	20	56297877	56593707	chr18	3.52543752485713
4661	4680	JAX00460011	JAX00460055	20	56594769	56829164	chr18	3.52678911104242
4681	4700	JAX00460057	JAX00460106	20	56833448	57100371	chr18	3.4651052249936
4701	4720	JAX00460109	JAX00460161	20	57107720	57346430	chr18	3.42078620355019
4721	4740	JAX00083804	UNC29331860	20	57346551	57444504	chr18	3.32180421567657
4741	4760	UNC29331922	JAX00460218	20	57447745	57567325	chr18	3.33239376248619
4761	4780	UNC29334418	JAX00460273	20	57585073	57699582	chr18	3.31695339080117
4781	4800	JAX00213431	JAX00460330	20	57703231	57902635	chr18	3.29039129598349
4801	4820	UNC29339905	JAX00460369	20	57914025	58014590	chr18	3.28834073223488
4821	4840	JAX00460371	UNC29344332	20	58015904	58203938	chr18	3.2879078165666
4841	4860	JAX00460427	JAX00460479	20	58213116	58394828	chr18	3.30306683152406
4861	4880	JAX00460480	UNC29348686	20	58395189	58497100	chr18	3.28785863187718
4881	4900	JAX00460516	JAX00083900	20	58497693	58602836	chr18	3.25892826685976
4901	4920	UNC29350506	JAX00460624	20	58611861	58848770	chr18	3.25917864602057
4921	4940	JAX00460629	JAX00083930	20	58852745	59022663	chr18	3.60758571777062
4941	4960	UNC29357724	JAX00460729	20	59026064	59150024	chr18	3.63245828694222
4961	4980	JAX00460731	JAX00460772	20	59152270	59322185	chr18	3.45163371683351
4981	5000	JAX00083952	JAX00083962	20	59326240	59453562	chr18	3.59061235701425
5001	5020	UNC29364301	JAX00460835	20	59461677	59537204	chr18	3.58863344236455
5021	5040	UNC29365613	UNC29371090	20	59537515	59826368	chr18	3.5811445694334
5041	5060	JAX00083993	JAX00084012	20	59857599	60116513	chr18	3.57287435820217
5061	5080	JAX00460944	JAX00461000	20	60130497	60315092	chr18	3.51326036573193
5081	5100	JAX00461001	JAX00461084	20	60315223	60681725	chr18	3.4311190800157
5101	5120	JAX00084055	JAX00461121	20	60684726	60796951	chr18	3.28587373034368
5121	5140	UNC29387073	UNC29389123	20	60799482	60938211	chr18	3.24430130581663
5141	5160	JAX00461167	JAX00461201	20	60942559	61106907	chr18	3.24701220376464
5161	5180	UNC29391957	JAX00084096	20	61120006	61234543	chr18	3.24953562910609
